State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Ohio,1991,"$7,617 ","$6,923 ",$412 ,$182 ,$230 ,$397 ,$175 ,$222 ,$15 ,$7 ,$8 
Ohio,1992,"$7,895 ","$7,285 ",$428 ,$180 ,$248 ,$412 ,$173 ,$239 ,$16 ,$7 ,$8 
Ohio,1993,"$8,481 ","$7,313 ",$396 ,$177 ,$219 ,$383 ,$170 ,$213 ,$13 ,$7 ,$7 
Ohio,1994,"$8,627 ","$7,492 ",$393 ,$178 ,$215 ,$380 ,$171 ,$210 ,$13 ,$7 ,$6 
Ohio,1995,"$8,874 ","$7,608 ",$402 ,$187 ,$215 ,$386 ,$179 ,$207 ,$16 ,$8 ,$8 
Ohio,1996,"$8,968 ","$7,648 ",$392 ,$198 ,$194 ,$375 ,$188 ,$186 ,$17 ,$9 ,$8 
Ohio,1997,"$8,978 ","$7,720 ",$422 ,$194 ,$228 ,$394 ,$186 ,$208 ,$29 ,$9 ,$20 
Ohio,1998,"$9,380 ","$7,999 ",$441 ,$192 ,$249 ,$407 ,$183 ,$223 ,$34 ,$9 ,$25 
Ohio,1999,"$9,748 ","$8,239 ",$461 ,$194 ,$268 ,$426 ,$185 ,$241 ,$36 ,$9 ,$27 
Ohio,2000,"$10,031 ","$8,570 ",$495 ,$199 ,$296 ,$465 ,$189 ,$276 ,$30 ,$10 ,$20 
Ohio,2002,"$8,477 ","$9,657 ",$489 ,$219 ,$270 ,$459 ,$209 ,$251 ,$29 ,$10 ,$19 
Ohio,2004,"$11,930 ","$10,132 ",$464 ,$216 ,$249 ,$446 ,$205 ,$241 ,$19 ,$11 ,$8 
Ohio,2005,"$11,222 ","$10,070 ",$483 ,$222 ,$261 ,$465 ,$211 ,$254 ,$18 ,$11 ,$7 
Ohio,2006,"$11,479 ","$10,331 ",$491 ,$224 ,$267 ,$475 ,$213 ,$262 ,$16 ,$11 ,$5 
Ohio,2007,"$12,503 ","$10,294 ",$484 ,$218 ,$266 ,$468 ,$207 ,$261 ,$16 ,$11 ,$5 
Ohio,2008,"$9,977 ","$10,160 ",$471 ,$217 ,$254 ,$453 ,$206 ,$247 ,$17 ,$11 ,$6 
Ohio,2009,"$5,942 ","$10,707 ",$489 ,$232 ,$257 ,$472 ,$221 ,$251 ,$17 ,$11 ,$6 
Ohio,2010,"$12,010 ","$11,090 ",$469 ,$214 ,$254 ,$450 ,$203 ,$247 ,$19 ,$11 ,$8 
Ohio,2011,"$12,483 ","$10,888 ",$474 ,$223 ,$251 ,$455 ,$212 ,$243 ,$19 ,$11 ,$8 
Ohio,2012,"$10,010 ","$10,426 ",$491 ,$210 ,$281 ,$463 ,$200 ,$263 ,$28 ,$10 ,$18 
Ohio,2013,"$11,487 ","$10,277 ",$464 ,$198 ,$266 ,$437 ,$188 ,$249 ,$27 ,$10 ,$17 
Ohio,2014,"$12,090 ","$10,455 ",$481 ,$197 ,$284 ,$452 ,$187 ,$265 ,$30 ,$10 ,$19 
Ohio,2015,"$10,980 ","$10,814 ",$524 ,$220 ,$304 ,$496 ,$210 ,$287 ,$28 ,$10 ,$18 
Ohio,2016,"$10,314 ","$11,024 ",$526 ,$215 ,$311 ,$499 ,$205 ,$295 ,$27 ,$10 ,$17 
Ohio,2017,"$12,127 ","$11,124 ",$522 ,$200 ,$321 ,$488 ,$189 ,$299 ,$34 ,$11 ,$22 
Oklahoma,1977,"$4,909 ","$4,595 ",$434 ,$225 ,$209 ,$424 ,$215 ,$209 ,$10 ,$10 ,$0 
Oklahoma,1978,"$5,106 ","$4,548 ",$420 ,$219 ,$200 ,$411 ,$211 ,$200 ,$9 ,$9 ,$0 
Oklahoma,1979,"$5,036 ","$4,708 ",$453 ,$225 ,$228 ,$444 ,$216 ,$228 ,$9 ,$9 ,$0 
Oklahoma,1980,"$4,973 ","$4,775 ",$444 ,$206 ,$238 ,$436 ,$198 ,$237 ,$9 ,$8 ,$1 
Oklahoma,1981,"$5,196 ","$4,810 ",$453 ,$211 ,$242 ,$445 ,$203 ,$242 ,$8 ,$8 ,$0 
Oklahoma,1982,"$5,653 ","$5,147 ",$398 ,$211 ,$187 ,$389 ,$202 ,$187 ,$9 ,$9 ,$0 
Oklahoma,1983,"$5,198 ","$5,042 ",$435 ,$214 ,$221 ,$426 ,$205 ,$220 ,$10 ,$9 ,$1 
Oklahoma,1984,"$5,510 ","$5,301 ",$411 ,$212 ,$199 ,$404 ,$204 ,$199 ,$8 ,$7 ,$0 
Oklahoma,1985,"$5,944 ","$5,491 ",$445 ,$218 ,$227 ,$435 ,$209 ,$227 ,$9 ,$9 ,$0 
Oklahoma,1986,"$6,146 ","$5,934 ",$483 ,$220 ,$263 ,$474 ,$211 ,$263 ,$9 ,$9 ,$0 
Oklahoma,1987,"$5,936 ","$5,795 ",$451 ,$207 ,$245 ,$443 ,$199 ,$244 ,$8 ,$8 ,$0 
Oklahoma,1988,"$6,231 ","$5,738 ",$465 ,$201 ,$264 ,$456 ,$192 ,$264 ,$9 ,$9 ,$0 
Oklahoma,1989,"$6,407 ","$5,837 ",$479 ,$220 ,$259 ,$464 ,$211 ,$253 ,$15 ,$9 ,$5 
Oklahoma,1990,"$6,286 ","$5,805 ",$463 ,$231 ,$232 ,$448 ,$221 ,$227 ,$15 ,$10 ,$5 
Oklahoma,1991,"$6,348 ","$6,085 ",$524 ,$217 ,$307 ,$430 ,$206 ,$224 ,$94 ,$11 ,$83 
Oklahoma,1992,"$6,422 ","$6,346 ",$517 ,$210 ,$307 ,$411 ,$196 ,$215 ,$106 ,$14 ,$92 
Oklahoma,1993,"$6,477 ","$6,278 ",$416 ,$206 ,$210 ,$382 ,$191 ,$191 ,$34 ,$15 ,$19 
Oklahoma,1994,"$6,673 ","$6,252 ",$396 ,$198 ,$198 ,$368 ,$183 ,$185 ,$28 ,$15 ,$12 
Oklahoma,1995,"$6,636 ","$6,424 ",$410 ,$197 ,$212 ,$377 ,$182 ,$195 ,$33 ,$16 ,$18 
Oklahoma,1996,"$7,014 ","$6,346 ",$442 ,$199 ,$243 ,$403 ,$184 ,$220 ,$38 ,$15 ,$23 
Oklahoma,1997,"$7,293 ","$6,411 ",$426 ,$202 ,$224 ,$393 ,$187 ,$205 ,$33 ,$14 ,$19 
Oklahoma,1998,"$7,679 ","$6,502 ",$442 ,$209 ,$233 ,$413 ,$196 ,$217 ,$30 ,$14 ,$16 
Oklahoma,1999,"$7,465 ","$6,713 ",$481 ,$211 ,$270 ,$436 ,$195 ,$240 ,$45 ,$15 ,$30 
Oklahoma,2000,"$7,731 ","$6,577 ",$578 ,$218 ,$360 ,$457 ,$202 ,$256 ,$121 ,$16 ,$105 
Oklahoma,2002,"$7,483 ","$8,113 ",$603 ,$240 ,$363 ,$500 ,$222 ,$278 ,$103 ,$18 ,$85 
Oklahoma,2004,"$8,870 ","$7,719 ",$476 ,$236 ,$241 ,$447 ,$217 ,$230 ,$29 ,$19 ,$10 
Oklahoma,2005,"$8,684 ","$7,797 ",$468 ,$255 ,$213 ,$434 ,$237 ,$197 ,$34 ,$18 ,$16 
Oklahoma,2006,"$9,067 ","$8,120 ",$507 ,$262 ,$245 ,$476 ,$242 ,$234 ,$30 ,$20 ,$11 
Oklahoma,2007,"$9,818 ","$8,469 ",$566 ,$262 ,$304 ,$508 ,$241 ,$267 ,$58 ,$20 ,$37 
Oklahoma,2008,"$8,326 ","$8,524 ",$616 ,$264 ,$352 ,$574 ,$243 ,$331 ,$42 ,$21 ,$21 
Oklahoma,2009,"$8,110 ","$9,257 ",$650 ,$232 ,$418 ,$606 ,$210 ,$396 ,$45 ,$22 ,$22 
Oklahoma,2010,"$9,849 ","$9,370 ",$664 ,$221 ,$443 ,$627 ,$200 ,$427 ,$37 ,$20 ,$17 
Oklahoma,2011,"$10,219 ","$8,857 ",$696 ,$233 ,$463 ,$659 ,$213 ,$446 ,$37 ,$20 ,$17 
Oklahoma,2012,"$9,074 ","$8,746 ",$648 ,$237 ,$411 ,$589 ,$213 ,$376 ,$58 ,$24 ,$35 
Oklahoma,2013,"$9,748 ","$8,744 ",$597 ,$229 ,$368 ,$540 ,$206 ,$334 ,$57 ,$23 ,$34 
Oklahoma,2014,"$10,202 ","$8,859 ",$634 ,$242 ,$392 ,$555 ,$221 ,$334 ,$79 ,$21 ,$58 
Oklahoma,2015,"$9,191 ","$8,886 ",$679 ,$232 ,$447 ,$572 ,$210 ,$361 ,$108 ,$22 ,$86 
Oklahoma,2016,"$8,540 ","$8,980 ",$667 ,$267 ,$400 ,$603 ,$246 ,$358 ,$64 ,$21 ,$43 
Oklahoma,2017,"$9,627 ","$8,851 ",$654 ,$254 ,$400 ,$581 ,$231 ,$350 ,$73 ,$23 ,$50 
Oregon,1977,"$7,185 ","$6,690 ",$441 ,$237 ,$204 ,$441 ,$237 ,$204 ,$0 ,$0 ,$0 
Oregon,1978,"$7,372 ","$6,975 ",$475 ,$263 ,$212 ,$475 ,$263 ,$212 ,$0 ,$0 ,$0 
Oregon,1979,"$7,247 ","$6,593 ",$488 ,$253 ,$235 ,$488 ,$253 ,$235 ,$0 ,$0 ,$0 
Oregon,1980,"$7,090 ","$6,532 ",$533 ,$212 ,$321 ,$533 ,$212 ,$321 ,$0 ,$0 ,$0 
Oregon,1981,"$6,992 ","$6,609 ",$502 ,$206 ,$295 ,$502 ,$206 ,$295 ,$0 ,$0 ,$0 
Oregon,1982,"$6,740 ","$6,679 ",$489 ,$226 ,$264 ,$489 ,$225 ,$264 ,$0 ,$0 ,$0 
Oregon,1983,"$7,003 ","$6,798 ",$417 ,$200 ,$217 ,$416 ,$200 ,$217 ,$0 ,$0 ,$0 
Oregon,1984,"$7,186 ","$6,793 ",$426 ,$186 ,$240 ,$426 ,$186 ,$240 ,$0 ,$0 ,$0 
Oregon,1985,"$7,522 ","$6,890 ",$472 ,$183 ,$289 ,$472 ,$183 ,$289 ,$0 ,$0 ,$0 
Oregon,1986,"$7,650 ","$7,084 ",$460 ,$189 ,$270 ,$459 ,$189 ,$270 ,$1 ,$1 ,$0 
Oregon,1987,"$8,188 ","$7,135 ",$503 ,$204 ,$299 ,$502 ,$203 ,$299 ,$1 ,$1 ,$0 
Oregon,1988,"$7,916 ","$7,153 ",$425 ,$221 ,$205 ,$424 ,$220 ,$205 ,$1 ,$1 ,$0 
Oregon,1989,"$8,008 ","$7,280 ",$461 ,$205 ,$256 ,$461 ,$205 ,$256 ,$0 ,$0 ,$0 
Oregon,1990,"$8,554 ","$7,308 ",$451 ,$187 ,$264 ,$451 ,$187 ,$264 ,$0 ,$0 ,$0 
Oregon,1991,"$8,176 ","$7,569 ",$503 ,$203 ,$300 ,$503 ,$203 ,$300 ,$0 ,$0 ,$0 
Oregon,1992,"$8,972 ","$8,050 ",$461 ,$208 ,$254 ,$461 ,$207 ,$254 ,$0 ,$0 ,$0 
Oregon,1993,"$9,063 ","$8,083 ",$485 ,$236 ,$249 ,$485 ,$236 ,$249 ,$0 ,$0 ,$0 
Oregon,1994,"$8,798 ","$8,016 ",$506 ,$249 ,$257 ,$505 ,$249 ,$257 ,$0 ,$0 ,$0 
Oregon,1995,"$9,636 ","$8,604 ",$523 ,$285 ,$238 ,$523 ,$285 ,$238 ,$0 ,$0 ,$0 
Oregon,1996,"$10,645 ","$8,881 ",$516 ,$276 ,$240 ,$516 ,$276 ,$240 ,$0 ,$0 ,$0 
Oregon,1997,"$10,226 ","$9,201 ",$541 ,$269 ,$271 ,$541 ,$269 ,$271 ,$0 ,$0 ,$0 
Oregon,1998,"$10,246 ","$9,342 ",$538 ,$275 ,$263 ,$538 ,$275 ,$263 ,$0 ,$0 ,$0 
Oregon,1999,"$9,988 ","$9,499 ",$537 ,$275 ,$263 ,$537 ,$275 ,$263 ,$0 ,$0 ,$0 
Oregon,2000,"$11,888 ","$9,997 ",$517 ,$290 ,$227 ,$517 ,$290 ,$227 ,$0 ,$0 ,$0 
Oregon,2002,"$8,994 ","$10,754 ",$464 ,$266 ,$198 ,$464 ,$266 ,$198 ,$0 ,$0 ,$0 
Oregon,2004,"$12,263 ","$10,184 ",$496 ,$286 ,$210 ,$496 ,$286 ,$210 ,$0 ,$0 ,$0 
Oregon,2005,"$11,257 ","$10,103 ",$580 ,$299 ,$281 ,$580 ,$299 ,$281 ,$0 ,$0 ,$0 
Oregon,2006,"$11,997 ","$10,140 ",$595 ,$295 ,$300 ,$595 ,$295 ,$300 ,$0 ,$0 ,$0 
Oregon,2007,"$13,294 ","$10,257 ",$618 ,$302 ,$316 ,$617 ,$301 ,$315 ,$2 ,$0 ,$1 
Oregon,2008,"$8,824 ","$10,457 ",$575 ,$299 ,$276 ,$575 ,$299 ,$276 ,$0 ,$0 ,$0 
Oregon,2009,"$5,808 ","$11,267 ",$554 ,$290 ,$264 ,$552 ,$288 ,$264 ,$2 ,$2 ,$0 
Oregon,2010,"$12,019 ","$11,572 ",$626 ,$304 ,$322 ,$624 ,$302 ,$322 ,$1 ,$1 ,$0 
Oregon,2011,"$13,238 ","$11,231 ",$570 ,$310 ,$260 ,$569 ,$309 ,$260 ,$1 ,$1 ,$0 
Oregon,2012,"$10,264 ","$10,949 ",$510 ,$264 ,$246 ,$508 ,$263 ,$245 ,$2 ,$1 ,$1 
Oregon,2013,"$12,204 ","$10,710 ",$472 ,$274 ,$198 ,$471 ,$273 ,$198 ,$1 ,$1 ,$0 
Oregon,2014,"$13,262 ","$11,229 ",$474 ,$272 ,$202 ,$473 ,$271 ,$202 ,$1 ,$1 ,$0 
Oregon,2015,"$12,546 ","$11,748 ",$463 ,$257 ,$206 ,$462 ,$256 ,$206 ,$1 ,$1 ,$0 
Oregon,2016,"$11,771 ","$12,395 ",$522 ,$294 ,$228 ,$521 ,$293 ,$228 ,$1 ,$1 ,$0 
Oregon,2017,"$14,023 ","$12,915 ",$512 ,$428 ,$83 ,$510 ,$427 ,$83 ,$2 ,$1 ,$0 
Pennsylvania,1977,"$5,767 ","$5,749 ",$390 ,$204 ,$186 ,$370 ,$191 ,$179 ,$20 ,$13 ,$6 
Pennsylvania,1978,"$5,870 ","$5,585 ",$356 ,$226 ,$129 ,$336 ,$214 ,$122 ,$20 ,$12 ,$8 
Pennsylvania,1979,"$5,599 ","$5,335 ",$298 ,$191 ,$106 ,$279 ,$179 ,$100 ,$19 ,$12 ,$6 
Pennsylvania,1980,"$5,502 ","$5,271 ",$283 ,$186 ,$97 ,$263 ,$174 ,$89 ,$20 ,$11 ,$9 
Pennsylvania,1981,"$5,492 ","$5,320 ",$325 ,$198 ,$126 ,$305 ,$187 ,$118 ,$20 ,$11 ,$9 
Pennsylvania,1982,"$5,577 ","$5,219 ",$345 ,$223 ,$121 ,$327 ,$212 ,$115 ,$18 ,$12 ,$6 
Pennsylvania,1983,"$5,882 ","$5,575 ",$356 ,$246 ,$110 ,$336 ,$234 ,$102 ,$20 ,$12 ,$8 
Pennsylvania,1984,"$6,052 ","$5,318 ",$346 ,$230 ,$116 ,$321 ,$217 ,$104 ,$25 ,$13 ,$12 
Pennsylvania,1985,"$6,266 ","$5,629 ",$413 ,$256 ,$156 ,$391 ,$244 ,$148 ,$21 ,$13 ,$9 
Pennsylvania,1986,"$6,621 ","$5,910 ",$447 ,$256 ,$190 ,$425 ,$243 ,$182 ,$22 ,$13 ,$9 
Pennsylvania,1987,"$6,862 ","$6,116 ",$472 ,$258 ,$214 ,$431 ,$241 ,$190 ,$41 ,$17 ,$24 
Pennsylvania,1988,"$6,634 ","$6,216 ",$457 ,$243 ,$213 ,$427 ,$230 ,$197 ,$30 ,$13 ,$17 
Pennsylvania,1989,"$6,768 ","$6,402 ",$454 ,$227 ,$227 ,$427 ,$214 ,$213 ,$27 ,$13 ,$14 
Pennsylvania,1990,"$6,897 ","$6,554 ",$433 ,$224 ,$209 ,$399 ,$210 ,$189 ,$34 ,$14 ,$20 
Pennsylvania,1991,"$6,645 ","$6,731 ",$427 ,$216 ,$211 ,$370 ,$204 ,$166 ,$56 ,$11 ,$45 
Pennsylvania,1992,"$7,848 ","$7,584 ",$389 ,$210 ,$179 ,$332 ,$199 ,$133 ,$57 ,$11 ,$46 
Pennsylvania,1993,"$7,980 ","$7,660 ",$385 ,$233 ,$152 ,$337 ,$221 ,$117 ,$48 ,$12 ,$36 
Pennsylvania,1994,"$7,882 ","$7,545 ",$385 ,$223 ,$162 ,$347 ,$210 ,$137 ,$38 ,$13 ,$25 
Pennsylvania,1995,"$8,031 ","$7,858 ",$397 ,$223 ,$174 ,$362 ,$210 ,$152 ,$35 ,$13 ,$21 
Pennsylvania,1996,"$8,238 ","$7,716 ",$379 ,$227 ,$153 ,$342 ,$212 ,$129 ,$38 ,$14 ,$23 
Pennsylvania,1997,"$9,027 ","$7,769 ",$383 ,$226 ,$157 ,$347 ,$212 ,$135 ,$37 ,$14 ,$23 
Pennsylvania,1998,"$8,925 ","$8,100 ",$442 ,$241 ,$201 ,$407 ,$227 ,$181 ,$35 ,$14 ,$21 
Pennsylvania,1999,"$8,946 ","$8,481 ",$454 ,$246 ,$208 ,$401 ,$229 ,$172 ,$52 ,$17 ,$35 
Pennsylvania,2000,"$9,333 ","$8,763 ",$478 ,$253 ,$225 ,$409 ,$238 ,$171 ,$69 ,$16 ,$53 
Pennsylvania,2002,"$8,143 ","$9,532 ",$585 ,$284 ,$301 ,$462 ,$243 ,$219 ,$122 ,$41 ,$82 
Pennsylvania,2004,"$10,690 ","$9,865 ",$459 ,$274 ,$185 ,$417 ,$252 ,$165 ,$42 ,$22 ,$20 
Pennsylvania,2005,"$10,453 ","$10,231 ",$684 ,$281 ,$403 ,$619 ,$253 ,$366 ,$65 ,$28 ,$36 
Pennsylvania,2006,"$10,601 ","$10,138 ",$655 ,$325 ,$330 ,$577 ,$289 ,$288 ,$78 ,$36 ,$42 
Pennsylvania,2007,"$11,474 ","$10,060 ",$653 ,$303 ,$350 ,$589 ,$268 ,$321 ,$64 ,$36 ,$29 
Pennsylvania,2008,"$9,898 ","$10,244 ",$675 ,$290 ,$385 ,$601 ,$256 ,$346 ,$74 ,$34 ,$40 
Pennsylvania,2009,"$6,711 ","$10,881 ",$776 ,$309 ,$466 ,$676 ,$273 ,$403 ,$100 ,$36 ,$63 
Pennsylvania,2010,"$10,999 ","$11,504 ",$758 ,$276 ,$482 ,$660 ,$242 ,$418 ,$98 ,$34 ,$63 
Pennsylvania,2011,"$11,428 ","$11,235 ",$769 ,$276 ,$494 ,$694 ,$244 ,$450 ,$75 ,$32 ,$44 
Pennsylvania,2012,"$10,047 ","$10,858 ",$725 ,$271 ,$455 ,$647 ,$238 ,$410 ,$78 ,$33 ,$45 
Pennsylvania,2013,"$10,804 ","$10,799 ",$719 ,$284 ,$435 ,$643 ,$250 ,$394 ,$76 ,$35 ,$41 
Pennsylvania,2014,"$10,928 ","$10,696 ",$691 ,$306 ,$385 ,$613 ,$270 ,$343 ,$79 ,$36 ,$42 
Pennsylvania,2015,"$10,658 ","$10,967 ",$772 ,$309 ,$463 ,$682 ,$271 ,$411 ,$90 ,$38 ,$52 
Pennsylvania,2016,"$10,776 ","$11,469 ",$833 ,$318 ,$515 ,$735 ,$279 ,$456 ,$98 ,$39 ,$59 
Pennsylvania,2017,"$11,706 ","$11,824 ",$754 ,$301 ,$453 ,$660 ,$260 ,$400 ,$93 ,$41 ,$52 
Arkansas,1977,"$4,133 ","$3,888 ",$500 ,$227 ,$272 ,$500 ,$227 ,$272 ,$0 ,$0 ,$0 
Arkansas,1978,"$4,390 ","$3,914 ",$465 ,$211 ,$254 ,$465 ,$211 ,$254 ,$0 ,$0 ,$0 
Arkansas,1979,"$4,212 ","$3,986 ",$474 ,$229 ,$245 ,$474 ,$229 ,$245 ,$0 ,$0 ,$0 
Arkansas,1980,"$4,193 ","$3,974 ",$528 ,$225 ,$303 ,$528 ,$225 ,$303 ,$0 ,$0 ,$0 
Arkansas,1981,"$4,244 ","$3,942 ",$488 ,$210 ,$278 ,$488 ,$210 ,$278 ,$0 ,$0 ,$0 
Arkansas,1982,"$4,104 ","$3,857 ",$354 ,$205 ,$149 ,$354 ,$205 ,$149 ,$0 ,$0 ,$0 
Arkansas,1983,"$4,302 ","$3,874 ",$361 ,$211 ,$149 ,$361 ,$211 ,$149 ,$0 ,$0 ,$0 
Arkansas,1984,"$4,420 ","$3,929 ",$348 ,$206 ,$142 ,$348 ,$206 ,$142 ,$0 ,$0 ,$0 
Arkansas,1985,"$4,759 ","$4,350 ",$404 ,$217 ,$187 ,$404 ,$217 ,$187 ,$0 ,$0 ,$0 
Arkansas,1986,"$4,966 ","$4,745 ",$493 ,$234 ,$260 ,$493 ,$234 ,$260 ,$0 ,$0 ,$0 
Arkansas,1987,"$5,107 ","$4,684 ",$471 ,$223 ,$248 ,$471 ,$223 ,$248 ,$0 ,$0 ,$0 
Arkansas,1988,"$4,941 ","$4,631 ",$428 ,$211 ,$216 ,$428 ,$211 ,$216 ,$0 ,$0 ,$0 
Arkansas,1989,"$5,037 ","$4,627 ",$387 ,$211 ,$176 ,$387 ,$211 ,$176 ,$0 ,$0 ,$0 
Arkansas,1990,"$5,051 ","$4,730 ",$389 ,$217 ,$172 ,$389 ,$217 ,$172 ,$0 ,$0 ,$0 
Arkansas,1991,"$5,097 ","$4,864 ",$409 ,$205 ,$204 ,$409 ,$205 ,$204 ,$0 ,$0 ,$0 
Arkansas,1992,"$5,764 ","$5,324 ",$460 ,$217 ,$243 ,$460 ,$217 ,$243 ,$0 ,$0 ,$0 
Arkansas,1993,"$5,911 ","$5,514 ",$469 ,$229 ,$240 ,$469 ,$229 ,$240 ,$0 ,$0 ,$0 
Arkansas,1994,"$6,070 ","$5,480 ",$457 ,$228 ,$230 ,$457 ,$228 ,$230 ,$0 ,$0 ,$0 
Arkansas,1995,"$6,206 ","$5,671 ",$459 ,$225 ,$235 ,$459 ,$225 ,$235 ,$0 ,$0 ,$0 
Arkansas,1996,"$6,922 ","$5,868 ",$500 ,$226 ,$274 ,$500 ,$226 ,$274 ,$0 ,$0 ,$0 
Arkansas,1997,"$6,998 ","$6,160 ",$520 ,$233 ,$287 ,$520 ,$233 ,$287 ,$0 ,$0 ,$0 
Arkansas,1998,"$7,306 ","$6,357 ",$545 ,$239 ,$306 ,$545 ,$239 ,$306 ,$0 ,$0 ,$0 
Arkansas,1999,"$7,452 ","$6,520 ",$477 ,$238 ,$239 ,$477 ,$238 ,$239 ,$0 ,$0 ,$0 
Arkansas,2000,"$7,351 ","$6,507 ",$462 ,$229 ,$233 ,$462 ,$229 ,$233 ,$0 ,$0 ,$0 
Arkansas,2002,"$6,831 ","$7,351 ",$658 ,$256 ,$402 ,$658 ,$256 ,$402 ,$0 ,$0 ,$0 
Arkansas,2004,"$8,507 ","$7,716 ",$604 ,$233 ,$371 ,$604 ,$233 ,$371 ,$0 ,$0 ,$0 
Arkansas,2005,"$8,514 ","$7,528 ",$502 ,$223 ,$279 ,$502 ,$223 ,$279 ,$0 ,$0 ,$0 
Arkansas,2006,"$8,961 ","$7,715 ",$487 ,$222 ,$265 ,$487 ,$222 ,$265 ,$0 ,$0 ,$0 
Arkansas,2007,"$9,332 ","$7,918 ",$479 ,$225 ,$254 ,$479 ,$225 ,$254 ,$0 ,$0 ,$0 
Arkansas,2008,"$7,769 ","$7,995 ",$476 ,$221 ,$255 ,$476 ,$221 ,$255 ,$0 ,$0 ,$0 
Arkansas,2009,"$6,696 ","$8,155 ",$495 ,$252 ,$243 ,$495 ,$252 ,$243 ,$0 ,$0 ,$0 
Arkansas,2010,"$9,440 ","$8,771 ",$496 ,$250 ,$246 ,$496 ,$250 ,$246 ,$0 ,$0 ,$0 
Arkansas,2011,"$10,264 ","$8,808 ",$512 ,$244 ,$268 ,$512 ,$244 ,$268 ,$0 ,$0 ,$0 
Arkansas,2012,"$8,508 ","$8,789 ",$521 ,$244 ,$277 ,$521 ,$244 ,$277 ,$0 ,$0 ,$0 
Arkansas,2013,"$9,475 ","$8,670 ",$540 ,$237 ,$303 ,$540 ,$237 ,$303 ,$0 ,$0 ,$0 
Arkansas,2014,"$9,978 ","$8,787 ",$569 ,$243 ,$325 ,$569 ,$243 ,$325 ,$0 ,$0 ,$0 
Arkansas,2015,"$9,317 ","$9,129 ",$588 ,$264 ,$323 ,$588 ,$264 ,$323 ,$0 ,$0 ,$0 
Arkansas,2016,"$9,133 ","$9,321 ",$592 ,$261 ,$331 ,$592 ,$261 ,$331 ,$0 ,$0 ,$0 
Arkansas,2017,"$10,485 ","$9,359 ",$682 ,$252 ,$430 ,$682 ,$252 ,$430 ,$0 ,$0 ,$0 
Rhode Island,1977,"$6,204 ","$5,859 ",$265 ,$160 ,$105 ,$256 ,$151 ,$105 ,$9 ,$9 ,$0 
Rhode Island,1978,"$6,111 ","$5,919 ",$254 ,$147 ,$107 ,$247 ,$140 ,$107 ,$8 ,$8 ,$0 
Rhode Island,1979,"$6,081 ","$5,885 ",$262 ,$149 ,$113 ,$258 ,$145 ,$113 ,$4 ,$4 ,$0 
Rhode Island,1980,"$6,054 ","$5,890 ",$263 ,$141 ,$122 ,$260 ,$137 ,$122 ,$3 ,$3 ,$0 
Rhode Island,1981,"$6,002 ","$5,778 ",$275 ,$136 ,$138 ,$270 ,$133 ,$138 ,$4 ,$3 ,$1 
Rhode Island,1982,"$6,227 ","$5,982 ",$248 ,$146 ,$102 ,$245 ,$143 ,$102 ,$3 ,$3 ,$0 
Rhode Island,1983,"$6,509 ","$6,064 ",$251 ,$138 ,$113 ,$247 ,$134 ,$113 ,$3 ,$3 ,$0 
Rhode Island,1984,"$6,687 ","$6,189 ",$297 ,$140 ,$157 ,$294 ,$136 ,$157 ,$3 ,$3 ,$0 
Rhode Island,1985,"$6,788 ","$6,449 ",$366 ,$131 ,$235 ,$362 ,$128 ,$235 ,$3 ,$3 ,$0 
Rhode Island,1986,"$7,257 ","$6,673 ",$394 ,$140 ,$254 ,$390 ,$136 ,$254 ,$4 ,$4 ,$0 
Rhode Island,1987,"$7,429 ","$6,720 ",$357 ,$140 ,$217 ,$352 ,$136 ,$217 ,$4 ,$4 ,$0 
Rhode Island,1988,"$7,482 ","$7,076 ",$443 ,$140 ,$303 ,$439 ,$136 ,$303 ,$4 ,$4 ,$0 
Rhode Island,1989,"$7,686 ","$7,308 ",$472 ,$142 ,$330 ,$468 ,$138 ,$330 ,$4 ,$4 ,$0 
Rhode Island,1990,"$7,652 ","$7,708 ",$469 ,$141 ,$329 ,$465 ,$137 ,$329 ,$4 ,$4 ,$0 
Rhode Island,1991,"$7,592 ","$8,068 ",$437 ,$123 ,$314 ,$433 ,$119 ,$314 ,$4 ,$4 ,$0 
Rhode Island,1992,"$8,804 ","$9,509 ",$405 ,$120 ,$285 ,$401 ,$116 ,$285 ,$4 ,$4 ,$0 
Rhode Island,1993,"$8,508 ","$8,779 ",$426 ,$110 ,$317 ,$422 ,$106 ,$317 ,$4 ,$4 ,$0 
Rhode Island,1994,"$9,053 ","$8,609 ",$422 ,$122 ,$300 ,$418 ,$118 ,$300 ,$4 ,$4 ,$0 
Rhode Island,1995,"$9,009 ","$9,011 ",$504 ,$132 ,$372 ,$500 ,$129 ,$372 ,$4 ,$4 ,$0 
Rhode Island,1996,"$8,829 ","$8,542 ",$406 ,$139 ,$267 ,$402 ,$135 ,$267 ,$4 ,$4 ,$0 
