State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Missouri,2015,"$9,164 ","$8,883 ",$417 ,$224 ,$193 ,$417 ,$224 ,$193 ,$0 ,$0 ,$0 
Missouri,2016,"$8,809 ","$9,000 ",$401 ,$219 ,$183 ,$401 ,$219 ,$183 ,$0 ,$0 ,$0 
Missouri,2017,"$10,067 ","$9,029 ",$395 ,$221 ,$174 ,$395 ,$221 ,$174 ,$1 ,$1 ,$0 
Montana,1977,"$6,659 ","$6,254 ","$1,030 ",$358 ,$672 ,"$1,030 ",$358 ,$672 ,$0 ,$0 ,$0 
Montana,1978,"$6,761 ","$6,371 ",$897 ,$354 ,$543 ,$897 ,$354 ,$543 ,$0 ,$0 ,$0 
Montana,1979,"$6,484 ","$6,021 ",$838 ,$369 ,$469 ,$838 ,$369 ,$469 ,$0 ,$0 ,$0 
Montana,1980,"$6,515 ","$5,891 ",$922 ,$377 ,$545 ,$922 ,$377 ,$545 ,$0 ,$0 ,$0 
Montana,1981,"$6,463 ","$5,717 ",$851 ,$272 ,$579 ,$851 ,$272 ,$579 ,$0 ,$0 ,$0 
Montana,1982,"$6,496 ","$5,667 ",$648 ,$281 ,$367 ,$648 ,$281 ,$367 ,$0 ,$0 ,$0 
Montana,1983,"$6,907 ","$6,007 ",$691 ,$288 ,$403 ,$691 ,$288 ,$403 ,$0 ,$0 ,$0 
Montana,1984,"$7,131 ","$6,327 ",$764 ,$281 ,$483 ,$764 ,$281 ,$483 ,$0 ,$0 ,$0 
Montana,1985,"$7,371 ","$6,752 ",$842 ,$295 ,$547 ,$842 ,$295 ,$547 ,$0 ,$0 ,$0 
Montana,1986,"$7,367 ","$7,041 ",$936 ,$312 ,$624 ,$936 ,$312 ,$624 ,$0 ,$0 ,$0 
Montana,1987,"$7,346 ","$6,996 ",$820 ,$285 ,$535 ,$820 ,$285 ,$535 ,$0 ,$0 ,$0 
Montana,1988,"$7,580 ","$6,641 ",$726 ,$279 ,$447 ,$726 ,$279 ,$447 ,$0 ,$0 ,$0 
Montana,1989,"$7,467 ","$6,632 ",$704 ,$270 ,$434 ,$704 ,$270 ,$434 ,$0 ,$0 ,$0 
Montana,1990,"$7,660 ","$6,844 ",$728 ,$314 ,$415 ,$728 ,$314 ,$415 ,$0 ,$0 ,$0 
Montana,1991,"$7,230 ","$7,104 ",$753 ,$306 ,$446 ,$753 ,$306 ,$446 ,$0 ,$0 ,$0 
Montana,1992,"$8,290 ","$7,246 ",$759 ,$301 ,$458 ,$759 ,$301 ,$458 ,$0 ,$0 ,$0 
Montana,1993,"$7,854 ","$7,087 ",$715 ,$290 ,$426 ,$715 ,$290 ,$426 ,$0 ,$0 ,$0 
Montana,1994,"$7,923 ","$7,160 ",$727 ,$295 ,$431 ,$727 ,$295 ,$431 ,$0 ,$0 ,$0 
Montana,1995,"$7,994 ","$7,348 ",$683 ,$286 ,$397 ,$683 ,$286 ,$397 ,$0 ,$0 ,$0 
Montana,1996,"$7,941 ","$7,403 ",$732 ,$293 ,$439 ,$732 ,$293 ,$439 ,$0 ,$0 ,$0 
Montana,1997,"$8,187 ","$7,474 ",$708 ,$290 ,$418 ,$708 ,$290 ,$418 ,$0 ,$0 ,$0 
Montana,1998,"$8,358 ","$7,488 ",$715 ,$290 ,$425 ,$715 ,$290 ,$425 ,$0 ,$0 ,$0 
Montana,1999,"$8,416 ","$7,769 ",$789 ,$289 ,$500 ,$789 ,$289 ,$500 ,$0 ,$0 ,$0 
Montana,2000,"$8,888 ","$7,849 ",$817 ,$324 ,$492 ,$817 ,$324 ,$492 ,$0 ,$0 ,$0 
Montana,2002,"$8,236 ","$8,394 ",$811 ,$285 ,$526 ,$811 ,$285 ,$526 ,$0 ,$0 ,$0 
Montana,2004,"$9,746 ","$8,649 ",$870 ,$288 ,$583 ,$870 ,$288 ,$583 ,$0 ,$0 ,$0 
Montana,2005,"$9,931 ","$8,560 ",$862 ,$296 ,$566 ,$862 ,$296 ,$566 ,$0 ,$0 ,$0 
Montana,2006,"$10,235 ","$8,866 ",$889 ,$298 ,$591 ,$889 ,$298 ,$591 ,$0 ,$0 ,$0 
Montana,2007,"$11,226 ","$9,125 ",$894 ,$299 ,$595 ,$894 ,$299 ,$595 ,$0 ,$0 ,$0 
Montana,2008,"$9,929 ","$9,475 ",$896 ,$304 ,$592 ,$896 ,$304 ,$592 ,$0 ,$0 ,$0 
Montana,2009,"$8,312 ","$9,854 ",$969 ,$329 ,$640 ,$969 ,$329 ,$640 ,$0 ,$0 ,$0 
Montana,2010,"$11,101 ","$10,548 ","$1,055 ",$365 ,$691 ,"$1,055 ",$365 ,$691 ,$0 ,$0 ,$0 
Montana,2011,"$11,235 ","$10,188 ",$981 ,$360 ,$622 ,$981 ,$360 ,$622 ,$0 ,$0 ,$0 
Montana,2012,"$9,503 ","$9,963 ","$1,120 ",$393 ,$728 ,"$1,120 ",$393 ,$728 ,$0 ,$0 ,$0 
Montana,2013,"$10,440 ","$9,738 ",$926 ,$352 ,$574 ,$926 ,$352 ,$574 ,$0 ,$0 ,$0 
Montana,2014,"$10,950 ","$9,803 ",$967 ,$379 ,$588 ,$967 ,$379 ,$588 ,$0 ,$0 ,$0 
Montana,2015,"$10,047 ","$9,976 ",$975 ,$377 ,$598 ,$975 ,$377 ,$598 ,$0 ,$0 ,$0 
Montana,2016,"$9,255 ","$9,820 ",$848 ,$498 ,$350 ,$848 ,$498 ,$350 ,$0 ,$0 ,$0 
Montana,2017,"$11,198 ","$10,317 ",$801 ,$490 ,$311 ,$801 ,$490 ,$311 ,$0 ,$0 ,$0 
Nebraska,1977,"$6,982 ","$7,390 ",$670 ,$270 ,$400 ,$670 ,$270 ,$400 ,$0 ,$0 ,$0 
Nebraska,1978,"$6,943 ","$7,383 ",$669 ,$281 ,$388 ,$669 ,$281 ,$388 ,$0 ,$0 ,$0 
Nebraska,1979,"$7,003 ","$7,377 ",$678 ,$264 ,$414 ,$678 ,$264 ,$414 ,$0 ,$0 ,$0 
Nebraska,1980,"$6,832 ","$7,032 ",$681 ,$241 ,$440 ,$681 ,$241 ,$440 ,$0 ,$0 ,$0 
Nebraska,1981,"$6,642 ","$6,880 ",$610 ,$243 ,$367 ,$610 ,$243 ,$367 ,$0 ,$0 ,$0 
Nebraska,1982,"$6,754 ","$6,810 ",$586 ,$261 ,$325 ,$586 ,$261 ,$325 ,$0 ,$0 ,$0 
Nebraska,1983,"$7,231 ","$6,951 ",$605 ,$309 ,$297 ,$605 ,$309 ,$297 ,$0 ,$0 ,$0 
Nebraska,1984,"$7,436 ","$7,040 ",$646 ,$290 ,$356 ,$646 ,$290 ,$356 ,$0 ,$0 ,$0 
Nebraska,1985,"$7,636 ","$7,475 ",$703 ,$314 ,$390 ,$703 ,$314 ,$390 ,$0 ,$0 ,$0 
Nebraska,1986,"$8,007 ","$7,761 ",$690 ,$324 ,$366 ,$690 ,$324 ,$366 ,$0 ,$0 ,$0 
Nebraska,1987,"$8,127 ","$7,499 ",$611 ,$304 ,$308 ,$611 ,$304 ,$308 ,$0 ,$0 ,$0 
Nebraska,1988,"$8,034 ","$7,404 ",$604 ,$253 ,$351 ,$604 ,$253 ,$351 ,$0 ,$0 ,$0 
Nebraska,1989,"$8,291 ","$7,711 ",$612 ,$233 ,$379 ,$612 ,$233 ,$379 ,$0 ,$0 ,$0 
Nebraska,1990,"$8,334 ","$7,797 ",$621 ,$226 ,$395 ,$621 ,$226 ,$395 ,$0 ,$0 ,$0 
Nebraska,1991,"$8,268 ","$7,857 ",$616 ,$247 ,$369 ,$616 ,$247 ,$369 ,$0 ,$0 ,$0 
Nebraska,1992,"$8,361 ","$7,999 ",$609 ,$226 ,$383 ,$609 ,$226 ,$383 ,$0 ,$0 ,$0 
Nebraska,1993,"$8,272 ","$8,001 ",$621 ,$224 ,$397 ,$621 ,$224 ,$397 ,$0 ,$0 ,$0 
Nebraska,1994,"$8,795 ","$8,264 ",$647 ,$231 ,$416 ,$647 ,$231 ,$416 ,$0 ,$0 ,$0 
Nebraska,1995,"$8,939 ","$8,386 ",$676 ,$236 ,$440 ,$676 ,$236 ,$440 ,$0 ,$0 ,$0 
Nebraska,1996,"$9,239 ","$8,388 ",$671 ,$252 ,$419 ,$671 ,$252 ,$419 ,$0 ,$0 ,$0 
Nebraska,1997,"$9,751 ","$8,672 ",$684 ,$256 ,$428 ,$684 ,$256 ,$428 ,$0 ,$0 ,$0 
Nebraska,1998,"$9,728 ","$8,431 ",$634 ,$255 ,$379 ,$634 ,$255 ,$379 ,$0 ,$0 ,$0 
Nebraska,1999,"$9,448 ","$8,616 ",$692 ,$254 ,$438 ,$692 ,$254 ,$438 ,$0 ,$0 ,$0 
Nebraska,2000,"$9,677 ","$8,996 ",$731 ,$258 ,$472 ,$731 ,$258 ,$472 ,$0 ,$0 ,$0 
Nebraska,2002,"$9,485 ","$9,848 ",$728 ,$267 ,$462 ,$728 ,$267 ,$462 ,$0 ,$0 ,$0 
Nebraska,2004,"$11,505 ","$10,436 ",$767 ,$275 ,$492 ,$767 ,$275 ,$492 ,$0 ,$0 ,$0 
Nebraska,2005,"$11,332 ","$10,212 ",$731 ,$216 ,$516 ,$731 ,$216 ,$516 ,$0 ,$0 ,$0 
Nebraska,2006,"$11,646 ","$10,497 ",$753 ,$261 ,$492 ,$753 ,$261 ,$492 ,$0 ,$0 ,$0 
Nebraska,2007,"$12,073 ","$11,103 ",$668 ,$259 ,$409 ,$668 ,$259 ,$409 ,$0 ,$0 ,$0 
Nebraska,2008,"$10,837 ","$11,170 ",$719 ,$296 ,$423 ,$719 ,$296 ,$423 ,$0 ,$0 ,$0 
Nebraska,2009,"$9,995 ","$11,869 ",$797 ,$309 ,$488 ,$795 ,$308 ,$488 ,$2 ,$2 ,$0 
Nebraska,2010,"$12,363 ","$11,867 ",$757 ,$312 ,$445 ,$756 ,$312 ,$445 ,$0 ,$0 ,$0 
Nebraska,2011,"$12,938 ","$11,538 ",$680 ,$292 ,$388 ,$678 ,$290 ,$388 ,$2 ,$2 ,$0 
Nebraska,2012,"$11,783 ","$11,629 ",$703 ,$277 ,$426 ,$702 ,$276 ,$426 ,$1 ,$0 ,$0 
Nebraska,2013,"$12,639 ","$11,527 ",$741 ,$272 ,$470 ,$741 ,$271 ,$470 ,$0 ,$0 ,$0 
Nebraska,2014,"$13,139 ","$11,521 ",$708 ,$280 ,$428 ,$707 ,$280 ,$427 ,$0 ,$0 ,$0 
Nebraska,2015,"$12,606 ","$12,180 ",$792 ,$305 ,$486 ,$791 ,$305 ,$486 ,$1 ,$0 ,$0 
Nebraska,2016,"$12,220 ","$12,363 ",$852 ,$318 ,$534 ,$850 ,$316 ,$534 ,$2 ,$2 ,$0 
Nebraska,2017,"$12,793 ","$12,075 ",$821 ,$388 ,$433 ,$820 ,$388 ,$433 ,$1 ,$0 ,$0 
Nevada,1977,"$7,176 ","$6,504 ",$641 ,$291 ,$351 ,$641 ,$291 ,$351 ,$0 ,$0 ,$0 
Nevada,1978,"$7,549 ","$6,669 ",$705 ,$277 ,$428 ,$705 ,$277 ,$428 ,$0 ,$0 ,$0 
Nevada,1979,"$7,399 ","$6,602 ",$671 ,$274 ,$397 ,$671 ,$274 ,$397 ,$0 ,$0 ,$0 
Nevada,1980,"$6,888 ","$6,678 ",$691 ,$238 ,$453 ,$691 ,$238 ,$453 ,$0 ,$0 ,$0 
Nevada,1981,"$6,594 ","$6,356 ",$640 ,$231 ,$409 ,$640 ,$231 ,$409 ,$0 ,$0 ,$0 
Nevada,1982,"$6,688 ","$6,248 ",$499 ,$216 ,$283 ,$499 ,$216 ,$283 ,$0 ,$0 ,$0 
Nevada,1983,"$6,987 ","$6,907 ",$601 ,$226 ,$375 ,$601 ,$226 ,$375 ,$0 ,$0 ,$0 
Nevada,1984,"$6,947 ","$6,540 ",$561 ,$220 ,$341 ,$561 ,$220 ,$341 ,$0 ,$0 ,$0 
Nevada,1985,"$7,223 ","$6,616 ",$622 ,$218 ,$405 ,$622 ,$218 ,$405 ,$0 ,$0 ,$0 
Nevada,1986,"$7,932 ","$6,955 ",$635 ,$225 ,$410 ,$635 ,$225 ,$410 ,$0 ,$0 ,$0 
Nevada,1987,"$7,834 ","$7,054 ",$595 ,$214 ,$381 ,$595 ,$214 ,$381 ,$0 ,$0 ,$0 
Nevada,1988,"$7,401 ","$7,009 ",$566 ,$175 ,$391 ,$566 ,$175 ,$391 ,$0 ,$0 ,$0 
Nevada,1989,"$7,552 ","$7,044 ",$576 ,$190 ,$386 ,$576 ,$190 ,$386 ,$0 ,$0 ,$0 
Nevada,1990,"$7,827 ","$7,417 ",$684 ,$185 ,$499 ,$684 ,$185 ,$499 ,$0 ,$0 ,$0 
Nevada,1991,"$7,687 ","$8,112 ",$545 ,$181 ,$364 ,$545 ,$181 ,$364 ,$0 ,$0 ,$0 
Nevada,1992,"$7,841 ","$8,259 ",$567 ,$179 ,$387 ,$567 ,$179 ,$387 ,$0 ,$0 ,$0 
Nevada,1993,"$8,059 ","$8,036 ",$610 ,$188 ,$422 ,$610 ,$188 ,$422 ,$0 ,$0 ,$0 
Nevada,1994,"$7,996 ","$8,059 ",$654 ,$174 ,$480 ,$654 ,$174 ,$480 ,$0 ,$0 ,$0 
Nevada,1995,"$8,375 ","$7,664 ",$648 ,$169 ,$479 ,$648 ,$169 ,$479 ,$0 ,$0 ,$0 
Nevada,1996,"$8,554 ","$7,455 ",$639 ,$169 ,$471 ,$639 ,$169 ,$471 ,$0 ,$0 ,$0 
Nevada,1997,"$8,749 ","$7,996 ",$592 ,$175 ,$418 ,$592 ,$175 ,$418 ,$0 ,$0 ,$0 
Nevada,1998,"$9,070 ","$7,933 ",$653 ,$218 ,$434 ,$653 ,$218 ,$434 ,$0 ,$0 ,$0 
Nevada,1999,"$8,913 ","$8,249 ",$729 ,$221 ,$508 ,$729 ,$221 ,$508 ,$0 ,$0 ,$0 
Nevada,2000,"$8,380 ","$7,918 ",$794 ,$227 ,$568 ,$794 ,$227 ,$568 ,$0 ,$0 ,$0 
Nevada,2002,"$8,029 ","$8,757 ",$797 ,$342 ,$455 ,$797 ,$342 ,$455 ,$0 ,$0 ,$0 
Nevada,2004,"$9,344 ","$8,889 ",$785 ,$329 ,$456 ,$785 ,$329 ,$456 ,$0 ,$0 ,$0 
Nevada,2005,"$9,781 ","$8,982 ",$803 ,$325 ,$478 ,$803 ,$325 ,$478 ,$0 ,$0 ,$0 
Nevada,2006,"$9,815 ","$9,043 ",$706 ,$312 ,$394 ,$706 ,$312 ,$394 ,$0 ,$0 ,$0 
Nevada,2007,"$10,544 ","$9,094 ",$813 ,$317 ,$496 ,$813 ,$317 ,$496 ,$0 ,$0 ,$0 
Nevada,2008,"$8,577 ","$9,205 ",$622 ,$283 ,$339 ,$622 ,$283 ,$339 ,$0 ,$0 ,$0 
Nevada,2009,"$7,211 ","$9,565 ",$729 ,$287 ,$442 ,$729 ,$287 ,$442 ,$0 ,$0 ,$0 
Nevada,2010,"$9,500 ","$9,923 ",$605 ,$252 ,$353 ,$605 ,$252 ,$353 ,$0 ,$0 ,$0 
Nevada,2011,"$10,422 ","$9,369 ",$564 ,$220 ,$344 ,$564 ,$220 ,$344 ,$0 ,$0 ,$0 
Nevada,2012,"$8,767 ","$8,918 ",$654 ,$228 ,$427 ,$654 ,$228 ,$427 ,$0 ,$0 ,$0 
Nevada,2013,"$9,698 ","$8,355 ",$536 ,$220 ,$316 ,$536 ,$220 ,$316 ,$0 ,$0 ,$0 
Nevada,2014,"$10,147 ","$8,185 ",$456 ,$223 ,$233 ,$456 ,$223 ,$233 ,$0 ,$0 ,$0 
Nevada,2015,"$9,130 ","$8,608 ",$512 ,$233 ,$280 ,$512 ,$233 ,$280 ,$0 ,$0 ,$0 
Nevada,2016,"$9,190 ","$8,584 ",$500 ,$252 ,$248 ,$500 ,$252 ,$248 ,$0 ,$0 ,$0 
Nevada,2017,"$10,804 ","$8,786 ",$684 ,$270 ,$414 ,$684 ,$270 ,$414 ,$0 ,$0 ,$0 
Arizona,1977,"$6,040 ","$5,961 ",$482 ,$177 ,$305 ,$482 ,$177 ,$305 ,$0 ,$0 ,$0 
Arizona,1978,"$6,258 ","$5,968 ",$489 ,$171 ,$318 ,$489 ,$171 ,$318 ,$0 ,$0 ,$0 
Arizona,1979,"$6,312 ","$6,003 ",$483 ,$159 ,$324 ,$483 ,$159 ,$324 ,$0 ,$0 ,$0 
Arizona,1980,"$6,075 ","$5,786 ",$464 ,$147 ,$317 ,$464 ,$147 ,$317 ,$0 ,$0 ,$0 
Arizona,1981,"$5,770 ","$5,764 ",$450 ,$154 ,$295 ,$450 ,$154 ,$295 ,$0 ,$0 ,$0 
Arizona,1982,"$5,713 ","$5,642 ",$399 ,$145 ,$254 ,$399 ,$145 ,$254 ,$0 ,$0 ,$0 
Arizona,1983,"$6,122 ","$6,055 ",$375 ,$155 ,$221 ,$375 ,$155 ,$221 ,$0 ,$0 ,$0 
Arizona,1984,"$6,263 ","$6,037 ",$455 ,$162 ,$293 ,$455 ,$162 ,$293 ,$0 ,$0 ,$0 
Arizona,1985,"$6,760 ","$6,416 ",$554 ,$169 ,$385 ,$554 ,$169 ,$385 ,$0 ,$0 ,$0 
Arizona,1986,"$7,371 ","$6,957 ",$617 ,$179 ,$438 ,$617 ,$179 ,$438 ,$0 ,$0 ,$0 
Arizona,1987,"$7,399 ","$7,316 ",$804 ,$218 ,$585 ,$804 ,$218 ,$585 ,$0 ,$0 ,$0 
Arizona,1988,"$7,123 ","$7,360 ",$714 ,$174 ,$540 ,$714 ,$174 ,$540 ,$0 ,$0 ,$0 
Arizona,1989,"$7,376 ","$7,467 ",$744 ,$196 ,$548 ,$744 ,$196 ,$548 ,$0 ,$0 ,$0 
Arizona,1990,"$7,587 ","$7,884 ",$870 ,$201 ,$669 ,$870 ,$201 ,$669 ,$0 ,$0 ,$0 
Arizona,1991,"$7,338 ","$7,254 ",$595 ,$181 ,$414 ,$595 ,$181 ,$414 ,$0 ,$0 ,$0 
Arizona,1992,"$7,246 ","$7,248 ",$504 ,$169 ,$335 ,$504 ,$169 ,$335 ,$0 ,$0 ,$0 
Arizona,1993,"$7,414 ","$7,062 ",$413 ,$177 ,$236 ,$413 ,$177 ,$236 ,$0 ,$0 ,$0 
Arizona,1994,"$7,380 ","$6,945 ",$424 ,$192 ,$232 ,$424 ,$192 ,$232 ,$0 ,$0 ,$0 
Arizona,1995,"$7,371 ","$6,851 ",$374 ,$187 ,$187 ,$374 ,$187 ,$187 ,$0 ,$0 ,$0 
Arizona,1996,"$7,080 ","$6,821 ",$423 ,$189 ,$234 ,$423 ,$189 ,$234 ,$0 ,$0 ,$0 
Arizona,1997,"$7,186 ","$6,820 ",$404 ,$191 ,$213 ,$404 ,$191 ,$213 ,$0 ,$0 ,$0 
Arizona,1998,"$8,043 ","$6,830 ",$401 ,$169 ,$232 ,$401 ,$169 ,$232 ,$0 ,$0 ,$0 
Arizona,1999,"$7,531 ","$7,047 ",$509 ,$187 ,$322 ,$509 ,$187 ,$322 ,$0 ,$0 ,$0 
Arizona,2000,"$7,662 ","$7,528 ",$540 ,$223 ,$317 ,$540 ,$223 ,$317 ,$0 ,$0 ,$0 
Arizona,2002,"$7,596 ","$8,045 ",$483 ,$217 ,$266 ,$483 ,$217 ,$266 ,$0 ,$0 ,$0 
Arizona,2004,"$8,813 ","$8,282 ",$477 ,$198 ,$278 ,$477 ,$198 ,$278 ,$0 ,$0 ,$0 
Arizona,2005,"$8,825 ","$8,481 ",$445 ,$203 ,$242 ,$445 ,$203 ,$242 ,$0 ,$0 ,$0 
Arizona,2006,"$9,450 ","$8,635 ",$497 ,$222 ,$276 ,$497 ,$222 ,$276 ,$0 ,$0 ,$0 
Arizona,2007,"$9,822 ","$9,034 ",$518 ,$226 ,$292 ,$518 ,$226 ,$292 ,$0 ,$0 ,$0 
Arizona,2008,"$8,540 ","$9,496 ",$544 ,$219 ,$325 ,$544 ,$219 ,$325 ,$0 ,$0 ,$0 
Arizona,2009,"$7,668 ","$9,710 ",$543 ,$200 ,$342 ,$543 ,$200 ,$342 ,$0 ,$0 ,$0 
Arizona,2010,"$9,491 ","$9,374 ",$464 ,$163 ,$301 ,$464 ,$163 ,$301 ,$0 ,$0 ,$0 
Arizona,2011,"$9,863 ","$8,850 ",$418 ,$164 ,$254 ,$418 ,$164 ,$254 ,$0 ,$0 ,$0 
Arizona,2012,"$8,423 ","$8,321 ",$380 ,$152 ,$227 ,$380 ,$152 ,$227 ,$0 ,$0 ,$0 
Arizona,2013,"$9,130 ","$8,275 ",$360 ,$149 ,$211 ,$360 ,$149 ,$211 ,$0 ,$0 ,$0 
Arizona,2014,"$9,216 ","$8,218 ",$315 ,$144 ,$170 ,$315 ,$144 ,$170 ,$0 ,$0 ,$0 
Arizona,2015,"$8,490 ","$8,371 ",$330 ,$155 ,$175 ,$330 ,$155 ,$175 ,$0 ,$0 ,$0 
Arizona,2016,"$8,678 ","$8,679 ",$361 ,$163 ,$198 ,$361 ,$163 ,$198 ,$0 ,$0 ,$0 
Arizona,2017,"$9,347 ","$8,537 ",$357 ,$161 ,$196 ,$357 ,$161 ,$196 ,$0 ,$0 ,$0 
New Hampshire,1977,"$4,964 ","$5,083 ",$699 ,$348 ,$351 ,$634 ,$331 ,$303 ,$65 ,$17 ,$48 
New Hampshire,1978,"$5,017 ","$4,739 ",$632 ,$324 ,$308 ,$577 ,$305 ,$273 ,$54 ,$20 ,$35 
New Hampshire,1979,"$4,980 ","$4,617 ",$590 ,$321 ,$269 ,$527 ,$307 ,$219 ,$63 ,$14 ,$49 
New Hampshire,1980,"$4,702 ","$4,533 ",$569 ,$301 ,$268 ,$505 ,$288 ,$217 ,$64 ,$14 ,$50 
New Hampshire,1981,"$4,492 ","$4,568 ",$500 ,$297 ,$203 ,$456 ,$283 ,$173 ,$44 ,$14 ,$30 
New Hampshire,1982,"$4,667 ","$4,606 ",$484 ,$313 ,$170 ,$462 ,$300 ,$161 ,$22 ,$13 ,$9 
New Hampshire,1983,"$4,881 ","$4,817 ",$528 ,$309 ,$220 ,$502 ,$295 ,$207 ,$26 ,$13 ,$13 
New Hampshire,1984,"$4,997 ","$4,605 ",$511 ,$297 ,$214 ,$489 ,$284 ,$205 ,$22 ,$13 ,$8 
New Hampshire,1985,"$5,175 ","$4,637 ",$517 ,$281 ,$236 ,$495 ,$268 ,$227 ,$22 ,$13 ,$9 
New Hampshire,1986,"$5,460 ","$5,029 ",$522 ,$327 ,$196 ,$500 ,$312 ,$188 ,$22 ,$15 ,$7 
New Hampshire,1987,"$5,777 ","$5,364 ",$565 ,$337 ,$227 ,$519 ,$320 ,$199 ,$46 ,$17 ,$29 
New Hampshire,1988,"$5,765 ","$5,540 ",$577 ,$287 ,$291 ,$516 ,$264 ,$252 ,$61 ,$23 ,$38 
New Hampshire,1989,"$5,875 ","$5,956 ",$564 ,$294 ,$270 ,$476 ,$277 ,$199 ,$88 ,$17 ,$71 
New Hampshire,1990,"$5,908 ","$6,147 ",$549 ,$297 ,$252 ,$475 ,$277 ,$198 ,$74 ,$20 ,$54 
New Hampshire,1991,"$6,271 ","$6,195 ",$458 ,$289 ,$169 ,$429 ,$266 ,$163 ,$29 ,$23 ,$6 
New Hampshire,1992,"$7,250 ","$7,834 ",$440 ,$277 ,$163 ,$409 ,$257 ,$152 ,$31 ,$20 ,$11 
New Hampshire,1993,"$7,088 ","$6,956 ",$461 ,$288 ,$173 ,$435 ,$268 ,$167 ,$26 ,$20 ,$6 
New Hampshire,1994,"$7,159 ","$7,068 ",$443 ,$269 ,$175 ,$420 ,$249 ,$171 ,$24 ,$20 ,$4 
New Hampshire,1995,"$7,223 ","$6,883 ",$421 ,$279 ,$142 ,$394 ,$256 ,$138 ,$27 ,$23 ,$4 
New Hampshire,1996,"$7,432 ","$6,905 ",$443 ,$301 ,$142 ,$419 ,$281 ,$138 ,$24 ,$20 ,$3 
New Hampshire,1997,"$7,301 ","$7,014 ",$530 ,$340 ,$190 ,$474 ,$313 ,$161 ,$56 ,$27 ,$29 
New Hampshire,1998,"$7,697 ","$7,024 ",$539 ,$339 ,$200 ,$481 ,$313 ,$168 ,$58 ,$26 ,$32 
New Hampshire,1999,"$7,771 ","$7,092 ",$551 ,$344 ,$208 ,$487 ,$317 ,$170 ,$65 ,$27 ,$38 
New Hampshire,2000,"$7,977 ","$7,144 ",$538 ,$341 ,$197 ,$512 ,$319 ,$193 ,$26 ,$21 ,$5 
New Hampshire,2002,"$7,224 ","$7,586 ",$541 ,$337 ,$205 ,$514 ,$316 ,$199 ,$27 ,$21 ,$6 
New Hampshire,2004,"$8,323 ","$8,278 ",$528 ,$349 ,$178 ,$480 ,$319 ,$161 ,$48 ,$31 ,$17 
New Hampshire,2005,"$8,613 ","$8,389 ",$517 ,$344 ,$173 ,$473 ,$312 ,$161 ,$44 ,$32 ,$12 
New Hampshire,2006,"$8,716 ","$8,389 ",$576 ,$369 ,$207 ,$529 ,$333 ,$195 ,$48 ,$36 ,$12 
New Hampshire,2007,"$9,330 ","$8,475 ",$559 ,$372 ,$187 ,$516 ,$341 ,$175 ,$43 ,$31 ,$12 
New Hampshire,2008,"$8,359 ","$8,620 ",$560 ,$378 ,$182 ,$515 ,$349 ,$167 ,$45 ,$29 ,$16 
New Hampshire,2009,"$7,919 ","$9,171 ",$592 ,$376 ,$215 ,$541 ,$351 ,$190 ,$51 ,$26 ,$25 
New Hampshire,2010,"$9,886 ","$9,766 ",$646 ,$371 ,$275 ,$562 ,$351 ,$211 ,$85 ,$21 ,$64 
New Hampshire,2011,"$10,040 ","$9,629 ",$632 ,$370 ,$262 ,$557 ,$349 ,$208 ,$75 ,$22 ,$53 
New Hampshire,2012,"$8,782 ","$9,171 ",$599 ,$360 ,$239 ,$531 ,$340 ,$191 ,$68 ,$20 ,$48 
New Hampshire,2013,"$9,517 ","$8,985 ",$617 ,$357 ,$260 ,$528 ,$333 ,$195 ,$90 ,$24 ,$66 
New Hampshire,2014,"$9,708 ","$8,887 ",$611 ,$383 ,$228 ,$539 ,$356 ,$182 ,$72 ,$26 ,$46 
New Hampshire,2015,"$9,617 ","$9,192 ",$581 ,$379 ,$202 ,$528 ,$353 ,$175 ,$53 ,$26 ,$27 
New Hampshire,2016,"$9,622 ","$9,576 ",$544 ,$331 ,$212 ,$482 ,$307 ,$174 ,$62 ,$24 ,$38 
New Hampshire,2017,"$10,403 ","$9,353 ",$561 ,$330 ,$231 ,$503 ,$302 ,$201 ,$58 ,$27 ,$31 
New Jersey,1977,"$6,635 ","$6,306 ",$306 ,$196 ,$111 ,$264 ,$159 ,$105 ,$42 ,$37 ,$6 
New Jersey,1978,"$6,430 ","$5,962 ",$296 ,$189 ,$107 ,$253 ,$152 ,$101 ,$43 ,$36 ,$6 
New Jersey,1979,"$6,150 ","$5,936 ",$329 ,$189 ,$140 ,$283 ,$152 ,$131 ,$46 ,$36 ,$10 
New Jersey,1980,"$5,869 ","$5,627 ",$315 ,$174 ,$141 ,$271 ,$138 ,$134 ,$43 ,$36 ,$8 
New Jersey,1981,"$5,872 ","$5,831 ",$286 ,$164 ,$123 ,$243 ,$129 ,$114 ,$44 ,$35 ,$9 
New Jersey,1982,"$5,990 ","$5,750 ",$330 ,$163 ,$166 ,$281 ,$129 ,$153 ,$49 ,$35 ,$14 
