,ID,State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay,State_Abbreviation
262,263,Illinois,2005,125095165,122652114,6621118,3101068,3520050,6074985,2855113,3219871,546133,245955,300178,IL
263,264,Illinois,2006,131083958,123079882,6528811,3083225,3445586,6001681,2841028,3160652,527131,242197,284934,IL
264,265,Illinois,2007,141941040,128893750,7872046,3445608,4426439,6437630,3207772,3229858,1434416,237835,1196581,IL
265,266,Illinois,2008,116878137,131922431,7792034,3635348,4156687,6418677,3358770,3059907,1373358,276578,1096780,IL
266,267,Illinois,2009,85102001,142236838,8662841,3821250,4841591,6776160,3382696,3393464,1886680,438553,1448127,IL
267,268,Illinois,2010,142069872,145593544,9238435,3364742,5873693,7257729,3071961,4185768,1980706,292781,1687925,IL
268,269,Illinois,2011,148146088,141167825,7795030,3281204,4513826,7285085,3003915,4281170,509945,277290,232656,IL
269,270,Illinois,2012,127100217,137429421,7681891,3192950,4488941,7120769,2933054,4187716,561122,259896,301226,IL
270,271,Illinois,2013,147648658,139759150,7621388,3083460,4537928,6713870,2824330,3889540,907518,259130,648387,IL
271,272,Illinois,2014,156066001,141897603,7908790,3425440,4483350,6686153,3141489,3544663,1222637,283950,938687,IL
272,273,Illinois,2015,140481705,145842723,9127188,3560944,5566244,7148616,3262029,3886587,1978572,298915,1679657,IL
273,274,Illinois,2016,132144724,142816164,9767841,3197148,6570693,7063697,2890314,4173383,2704144,306834,2397310,IL
274,275,Illinois,2017,149195172,146789851,9338567,3239198,6099369,6372171,2903925,3468246,2966396,335273,2631123,IL
275,276,Indiana,1977,24613729,22842628,2005494,830204,1175290,1968572,805304,1163268,36922,24900,12021,IN
276,277,Indiana,1978,25416076,22361027,1810076,877774,932302,1766913,848856,918057,43163,28918,14245,IN
277,278,Indiana,1979,24991179,22796916,2040053,941160,1098894,1968449,912035,1056413,71605,29124,42481,IN
278,279,Indiana,1980,23057647,23013169,2060546,837216,1223330,1984101,805936,1178165,76445,31280,45166,IN
279,280,Indiana,1981,24286735,24102863,1829558,805148,1024410,1768992,774868,994125,60565,30280,30285,IN
280,281,Indiana,1982,24270837,23663250,1629517,880994,748523,1561851,848374,713477,67666,32620,35046,IN
281,282,Indiana,1983,25465101,24809838,1543397,889914,653484,1473698,857337,616361,69699,32577,37122,IN
282,283,Indiana,1984,27608738,25214433,1818831,871429,947402,1610389,840148,770241,208442,31281,177161,IN
283,284,Indiana,1985,29345090,26263906,1938229,932784,1005445,1879077,886765,992312,59152,46019,13133,IN
284,285,Indiana,1986,30413935,27535347,1994836,960273,1034563,1917977,921412,996565,76859,38861,37998,IN
285,286,Indiana,1987,31216332,29069104,2103684,1032734,1070950,2045874,999011,1046863,57810,33723,24087,IN
286,287,Indiana,1988,31378275,29358039,2089038,1013359,1075679,2015649,975138,1040511,73389,38220,35168,IN
287,288,Indiana,1989,33939129,30816971,2092981,976750,1116231,2014813,934502,1080311,78168,42248,35920,IN
288,289,Indiana,1990,34073008,31504341,1966290,1028255,938035,1902058,980135,921923,64232,48120,16112,IN
289,290,Indiana,1991,34814995,33433778,2050668,1042755,1007913,2002202,1007328,994874,48466,35427,13039,IN
290,291,Indiana,1992,37435347,35521892,2126527,1072593,1053934,2075335,1038650,1036685,51192,33943,17249,IN
291,292,Indiana,1993,38400555,37047522,2300954,1093705,1207249,2231021,1056935,1174086,69933,36770,33163,IN
292,293,Indiana,1994,41048844,38593769,2208217,1089281,1118936,2115572,1028644,1086929,92644,60637,32008,IN
293,294,Indiana,1995,40673204,37567152,2251249,1112428,1138820,2165264,1065140,1100124,85985,47289,38696,IN
294,295,Indiana,1996,40295816,37919083,2290747,1091898,1198849,2222118,1048960,1173158,68629,42937,25692,IN
295,296,Indiana,1997,43196296,39208845,2454276,1147829,1306447,2389080,1108168,1280912,65196,39661,25535,IN
296,297,Indiana,1998,43191012,40385643,2552938,1200622,1352317,2468837,1145026,1323810,84102,55596,28506,IN
297,298,Indiana,1999,45448508,43463081,2687641,1231665,1455976,2612251,1169576,1442675,75390,62089,13301,IN
298,299,Indiana,2000,46569939,44483004,2797582,1292217,1505366,2726248,1237732,1488516,71334,54484,16850,IN
299,300,Indiana,2002,46627194,49420058,2767395,1398365,1369030,2683414,1314384,1369030,83981,83981,0,IN
300,301,Indiana,2004,53289157,51187814,3010826,1351896,1658930,2912781,1280472,1632308,98045,71423,26622,IN
301,302,Indiana,2005,55603010,52920351,2880351,1293202,1587149,2768049,1211145,1556904,112302,82057,30245,IN
302,303,Indiana,2006,61414061,53671486,2910624,1221563,1689060,2906130,1217088,1689042,4494,4476,18,IN
303,304,Indiana,2007,58851479,55352913,2872782,1226108,1646674,2872119,1225463,1646656,663,645,18,IN
304,305,Indiana,2008,53451432,55618049,3190980,1315437,1875543,3190339,1314798,1875540,641,639,2,IN
305,306,Indiana,2009,53297829,58851199,3360316,1259257,2101059,3359700,1258642,2101059,616,616,0,IN
306,307,Indiana,2010,61604315,59855975,3067957,1106512,1961444,3067377,1105940,1961437,580,572,8,IN
307,308,Indiana,2011,62228612,57514909,2944795,1050098,1894698,2943464,1049843,1893621,1332,255,1077,IN
308,309,Indiana,2012,57072373,56015731,3014134,905044,2109091,3013962,904895,2109066,173,148,25,IN
309,310,Indiana,2013,58967843,55575547,2695417,875659,1819758,2694398,875281,1819117,1020,378,642,IN
310,311,Indiana,2014,60564110,55518576,2605017,980184,1624833,2604438,979605,1624833,579,579,0,IN
311,312,Indiana,2015,59814233,56772192,2820062,1044883,1775179,2819851,1044727,1775124,211,156,55,IN
312,313,Indiana,2016,60233575,59155911,2768177,1118727,1649450,2768115,1118727,1649388,62,0,62,IN
313,314,Indiana,2017,63507225,58878776,2443680,1013795,1429885,2443178,1013340,1429838,502,455,47,IN
314,315,Iowa,1977,16694395,16246291,2083678,998747,1084931,2083678,998747,1084931,0,0,0,IA
315,316,Iowa,1978,16728263,16151761,2124525,1084126,1040399,2121250,1081051,1040200,3275,3075,199,IA
316,317,Iowa,1979,16741774,16299018,2220730,1063037,1157692,2218609,1060917,1157692,2120,2120,0,IA
317,318,Iowa,1980,16405043,16456970,2075729,1005658,1070071,2072662,1002877,1069785,3067,2781,286,IA
318,319,Iowa,1981,16101216,15858606,1885860,897916,987944,1877843,895532,982311,8017,2384,5633,IA
319,320,Iowa,1982,16407027,15964269,1679052,906319,772733,1675864,903571,772293,3188,2748,439,IA
320,321,Iowa,1983,16828642,16680743,1777359,948979,828380,1775821,947728,828092,1538,1250,288,IA
321,322,Iowa,1984,17078225,16627212,1963923,947333,1016590,1962199,946465,1015733,1725,868,856,IA
322,323,Iowa,1985,17640352,17146039,2131726,950940,1180786,2130567,950323,1180244,1160,617,542,IA
323,324,Iowa,1986,19013730,17500812,2011957,990041,1021916,2010981,989115,1021866,975,926,49,IA
324,325,Iowa,1987,19034332,17147931,1915615,907704,1007911,1914944,907032,1007911,671,671,0,IA
325,326,Iowa,1988,19453977,17194443,1964538,882786,1081752,1961138,879394,1081744,3400,3392,8,IA
326,327,Iowa,1989,19929551,18135992,1925777,863661,1062117,1922812,860695,1062117,2965,2965,0,IA
327,328,Iowa,1990,19712830,18223376,1796034,851881,944153,1794777,851075,943703,1257,806,450,IA
328,329,Iowa,1991,19900424,18959870,1997179,892901,1104278,1997179,892901,1104278,0,0,0,IA
329,330,Iowa,1992,20527091,19560150,2206035,943055,1262979,2206035,943055,1262979,0,0,0,IA
330,331,Iowa,1993,21353552,20146557,2035232,936387,1098845,2035232,936387,1098845,0,0,0,IA
331,332,Iowa,1994,22380731,20341134,2031775,950445,1081330,2031775,950445,1081330,0,0,0,IA
332,333,Iowa,1995,22821487,21340047,2203632,989074,1214558,2203632,989074,1214558,0,0,0,IA
333,334,Iowa,1996,22371881,21038643,2155553,955134,1200419,2155553,955134,1200419,0,0,0,IA
334,335,Iowa,1997,22388202,21591955,2168286,930923,1237363,2168286,930923,1237363,0,0,0,IA
335,336,Iowa,1998,23186129,22755723,2179012,949825,1229187,2179012,949825,1229187,0,0,0,IA
336,337,Iowa,1999,25409314,23744301,2364934,995955,1368979,2364934,995955,1368979,0,0,0,IA
337,338,Iowa,2000,24512011,24590092,2613376,1003362,1610014,2613376,1003362,1610014,0,0,0,IA
338,339,Iowa,2002,23982522,26288451,2400606,1026862,1373744,2400606,1026862,1373744,0,0,0,IA
339,340,Iowa,2004,29254229,26775676,2054312,1044385,1009927,2054312,1044385,1009927,0,0,0,IA
340,341,Iowa,2005,29123390,26967553,2249344,998039,1251306,2249344,998039,1251306,0,0,0,IA
341,342,Iowa,2006,30197957,28091427,2264495,1001540,1262955,2264495,1001540,1262955,0,0,0,IA
342,343,Iowa,2007,32677621,28665881,2202847,1010234,1192613,2202847,1010234,1192613,0,0,0,IA
343,344,Iowa,2008,28417263,29398713,2079564,1059177,1020387,2079564,1059177,1020387,0,0,0,IA
344,345,Iowa,2009,26081840,32352588,2396985,1116967,1280018,2396985,1116967,1280018,0,0,0,IA
345,346,Iowa,2010,34908943,33203119,2592089,1121351,1470738,2592089,1121351,1470738,0,0,0,IA
346,347,Iowa,2011,37725721,33043220,2296837,1076569,1220268,2296837,1076569,1220268,0,0,0,IA
347,348,Iowa,2012,34003371,33961244,2530760,1075474,1455286,2530760,1075474,1455286,0,0,0,IA
348,349,Iowa,2013,35819860,33280817,2318185,1045379,1272805,2318185,1045379,1272805,0,0,0,IA
349,350,Iowa,2014,37797546,33920120,2513374,1106650,1406723,2513374,1106650,1406723,0,0,0,IA
350,351,Iowa,2015,36015461,35251093,2745062,1127549,1617514,2745062,1127549,1617514,0,0,0,IA
351,352,Iowa,2016,36116803,35660102,2636972,1113435,1523537,2636972,1113435,1523537,0,0,0,IA
352,353,Iowa,2017,39111834,35455963,2745595,1188071,1557524,2732998,1178101,1554897,12597,9970,2627,IA
353,354,Kansas,1977,12675390,12693802,1403721,622908,780812,1366415,598554,767861,37306,24354,12952,KS
354,355,Kansas,1978,13098923,12876086,1336006,670851,665155,1296880,645594,651286,39125,25256,13869,KS
355,356,Kansas,1979,13247622,12712582,1529177,719704,809473,1490377,696185,794192,38801,23519,15281,KS
356,357,Kansas,1980,12737494,12687789,1695665,687038,1008627,1652948,664463,988485,42718,22575,20142,KS
357,358,Kansas,1981,12970467,13075572,1586576,677728,908848,1547783,657507,890276,38793,20222,18571,KS
358,359,Kansas,1982,13205219,12743436,1292280,581902,710378,1251971,561180,690791,40309,20722,19587,KS
359,360,Kansas,1983,14048216,13700202,1289686,664622,625063,1244914,641737,603177,44771,22885,21886,KS
360,361,Kansas,1984,14799072,13577570,1356823,682771,674052,1314898,658580,656318,41925,24191,17734,KS
361,362,Kansas,1985,15786935,14047023,1600688,747732,852956,1554890,722300,832590,45798,25432,20366,KS
362,363,Kansas,1986,16291458,14788521,1732207,732195,1000011,1646893,706084,940809,85313,26111,59202,KS
363,364,Kansas,1987,17245120,15129357,1672683,749336,923347,1646125,722778,923347,26558,26558,0,KS
364,365,Kansas,1988,16387368,14942186,1612651,667199,945452,1547113,639914,907199,65538,27284,38254,KS
365,366,Kansas,1989,16341462,15396602,1446483,691096,755387,1383744,663313,720431,62739,27784,34955,KS
366,367,Kansas,1990,16974329,15778464,1536947,754073,782874,1464289,724520,739769,72658,29553,43105,KS
367,368,Kansas,1991,16603243,16203418,1687095,802552,884543,1624125,770683,853442,62970,31869,31101,KS
368,369,Kansas,1992,17700638,17202183,1671194,843132,828062,1609981,810281,799699,61214,32851,28363,KS
369,370,Kansas,1993,18493405,17220781,1645493,835474,810019,1612511,802492,810019,32982,32982,0,KS
370,371,Kansas,1994,20022217,18242747,1809839,882174,927665,1775157,847492,927665,34682,34682,0,KS
371,372,Kansas,1995,19546232,18774236,1916883,871603,1045281,1882512,837231,1045281,34371,34371,0,KS
372,373,Kansas,1996,20111882,19080839,2090085,874135,1215950,2055229,839279,1215950,34856,34856,0,KS
373,374,Kansas,1997,20004090,18888987,2074787,813498,1261290,2040008,778718,1261290,34780,34780,0,KS
374,375,Kansas,1998,20926440,19090197,1933846,804433,1129414,1871326,769839,1101487,62521,34593,27927,KS
375,376,Kansas,1999,20806139,19664789,1970122,830618,1139503,1903142,795016,1108126,66980,35603,31377,KS
376,377,Kansas,2000,23109512,20525163,2440199,1276879,1163321,2366578,1241163,1125415,73621,35716,37905,KS
377,378,Kansas,2002,21776143,22774809,2081676,928208,1153469,1997735,890145,1107590,83942,38062,45879,KS
378,379,Kansas,2004,24113198,23814860,2300793,896433,1404360,2225561,845899,1379662,75232,50534,24698,KS
379,380,Kansas,2005,25089507,23781722,2134374,860723,1273651,2069784,817500,1252285,64590,43223,21367,KS
380,381,Kansas,2006,26245327,24590519,2173901,863039,1310862,2076023,817224,1258799,97878,45815,52062,KS
381,382,Kansas,2007,28670305,25749718,1965960,885052,1080908,1873442,835928,1037514,92518,49124,43394,KS
382,383,Kansas,2008,25740684,26879505,2112239,969495,1142744,2032055,890651,1141404,80184,78844,1340,KS
383,384,Kansas,2009,24017090,29513760,2153932,940864,1213067,2033388,865548,1167839,120544,75316,45228,KS
384,385,Kansas,2010,29597675,29829220,1925574,878608,1046966,1824007,826981,997026,101567,51627,49940,KS
385,386,Kansas,2011,31105192,28903526,1913467,886918,1026549,1812495,822683,989811,100972,64234,36738,KS
386,387,Kansas,2012,27924783,28354249,1929287,938637,990650,1850020,876028,973992,79267,62609,16658,KS
387,388,Kansas,2013,29761392,27610516,1811682,871704,939977,1761827,822130,939697,49855,49575,280,KS
388,389,Kansas,2014,30595585,28190140,1844495,912773,931722,1787226,857781,929444,57270,54992,2278,KS
389,390,Kansas,2015,28731477,29018794,1969925,937649,1032276,1916642,886138,1030504,53283,51511,1773,KS
390,391,Kansas,2016,28289984,29377317,2011604,899222,1112382,1938322,835011,1103311,73283,64211,9071,KS
391,392,Kansas,2017,32264957,30533889,1919662,878994,1040668,1830323,821263,1009060,89339,57731,31608,KS
392,393,Kentucky,1977,16998392,16346009,1875047,672353,1202694,1812683,638275,1174408,62364,34078,28286,KY
393,394,Kentucky,1978,17413351,16397148,2135920,693190,1442730,1941768,657275,1284493,194152,35915,158238,KY
394,395,Kentucky,1979,17767709,17867708,2754818,735404,2019414,2252616,693936,1558680,502202,41468,460734,KY
395,396,Kentucky,1980,17081693,18108853,2920236,713939,2206297,2397687,667458,1730229,522549,46481,476068,KY
396,397,Kentucky,1981,16860694,17343675,2200083,511486,1688596,1793440,472273,1321167,406643,39214,367429,KY
397,398,Kentucky,1982,16769868,16386706,1717991,532266,1185725,1499134,492872,1006262,218858,39394,179463,KY
398,399,Kentucky,1983,17361079,16792950,1729179,686176,1043003,1575964,666106,909858,153215,20070,133145,KY
399,400,Kentucky,1984,18117886,17429299,1825316,614551,1210765,1793372,597255,1196117,31943,17295,14648,KY
400,401,Kentucky,1985,19493047,17507477,1640896,676780,964117,1605067,655156,949911,35829,21623,14206,KY
401,402,Kentucky,1986,21159150,18354152,1835848,894744,941104,1815682,875991,939691,20166,18753,1413,KY
402,403,Kentucky,1987,20829590,19373023,1995991,906959,1089032,1951013,887809,1063204,44978,19150,25828,KY
403,404,Kentucky,1988,21155758,19809020,1809823,680795,1129027,1785988,665481,1120507,23834,15314,8520,KY
404,405,Kentucky,1989,22341666,20427150,2062218,668824,1393395,2047873,654717,1393155,14345,14106,239,KY
405,406,Kentucky,1990,22114942,20458689,1512458,696546,815912,1468079,683018,785061,44379,13528,30851,KY
406,407,Kentucky,1991,23935050,22294715,1728116,715092,1013024,1696833,702130,994703,31282,12961,18321,KY
407,408,Kentucky,1992,24929448,23625834,1854762,664677,1190085,1815534,652749,1162784,39228,11928,27300,KY
408,409,Kentucky,1993,25576754,23953510,1778365,609119,1169246,1574374,600011,974363,203991,9108,194883,KY
409,410,Kentucky,1994,26096284,23937359,1627352,634932,992420,1486922,626169,860753,140430,8763,131667,KY
410,411,Kentucky,1995,27753276,25150216,1693393,662450,1030944,1563523,653899,909624,129870,8550,121320,KY
411,412,Kentucky,1996,28925674,26016299,1854023,709822,1144201,1706187,700914,1005273,147836,8908,138928,KY
412,413,Kentucky,1997,30960319,27219657,1919703,730626,1189078,1799679,722137,1077541,120025,8488,111536,KY
413,414,Kentucky,1998,32514282,28218990,2022544,885321,1137223,1913277,875447,1037831,109266,9874,99392,KY
414,415,Kentucky,1999,33500455,30045325,2325952,882077,1443875,2222643,876576,1346066,103309,5501,97808,KY
415,416,Kentucky,2000,35871163,30566155,2497007,993229,1503778,2462154,992786,1469368,34853,443,34411,KY
416,417,Kentucky,2002,30622344,33784514,2659096,1055280,1603815,2589095,1054013,1535082,70000,1267,68733,KY
417,418,Kentucky,2004,34819653,34799759,2525259,1086389,1438870,2525259,1086389,1438870,0,0,0,KY
418,419,Kentucky,2005,35229069,34274318,2049915,1034100,1015815,2041173,1030780,1010393,8742,3320,5422,KY
419,420,Kentucky,2006,37601888,36387337,2281189,981072,1300117,2200307,977683,1222624,80882,3389,77494,KY
420,421,Kentucky,2007,39956576,37502095,2785502,925080,1860422,2536717,924818,1611898,248785,261,248524,KY
421,422,Kentucky,2008,33570133,39395484,3149366,958569,2190797,2875072,957202,1917869,274294,1366,272928,KY
422,423,Kentucky,2009,32102304,41115587,2461450,1027279,1434171,2364894,1026007,1338886,96556,1272,95284,KY
423,424,Kentucky,2010,42221458,43385709,2544924,1043375,1501549,2451879,1041826,1410053,93045,1549,91496,KY
424,425,Kentucky,2011,44641474,42558582,2433948,978403,1455545,2303283,976705,1326578,130665,1698,128967,KY
425,426,Kentucky,2012,38189353,42322727,2658333,941669,1716664,2466874,939735,1527139,191459,1933,189526,KY
426,427,Kentucky,2013,40248978,40558123,2722298,919388,1802910,2546002,917115,1628887,176296,2273,174023,KY
427,428,Kentucky,2014,42866334,41157317,2892452,961887,1930565,2765092,959677,1805415,127360,2210,125151,KY
428,429,Kentucky,2015,41225917,44734171,3088518,1023115,2065403,2979914,1020704,1959210,108604,2412,106192,KY
429,430,Kentucky,2016,41168728,46423521,2825573,990281,1835292,2748944,988245,1760699,76629,2036,74593,KY
430,431,Kentucky,2017,44525376,46111714,2355256,930238,1425018,2278996,927106,1351890,76260,3132,73128,KY
431,432,Louisiana,1977,21609577,21221345,2683987,849737,1834250,2682814,848564,1834250,1173,1173,0,LA
432,433,Louisiana,1978,22532720,21178142,2388849,1002236,1386612,2387570,1000958,1386612,1278,1278,0,LA
